descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
30 CAP | CAFEÍNA  300MG; CHA VERDE EXT SECO  300MG; CITRUS AURANTIUM EXT SECO  300MG; CAPSIATE  6MG,2020-07-12 20:36:10,4,99.9329,91.8
60 CAP | TRIBULUS TERRESTRIS EXT SECO  85MG,2020-07-12 20:24:11,1,36.1985,43.6
45 CAP | T3  10MCG,2020-07-12 17:56:08,1,32.0778,43.6
60 CAP | HELVETICUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  100MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIUM INFANTIS  100MG; STREPTOCOCCUS TERMOPHILUS  100MG,2020-07-12 17:50:09,5,96.1712,87.3
60 CAP | ALFA TOCOFEROL  400UI,2020-07-12 16:09:06,1,51.3696,75.9
60 CAP | PICNOGENOL  100MG; ACIDO KOJICO  100MG,2020-07-12 16:09:06,2,97.8744,86.9
50 CAP | 5-HTP  75MG,2020-07-12 15:24:14,1,80.7523,70.5
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; GLUTAMINA L  300MG; FOS  300MG; NAC  300MG,2020-07-12 15:13:14,7,141.3729,131.3
30 CAP | ZINCO QUELADO  15MG; COENZIMA Q10 PO  100MG; L CARNITINA L TARTARATO  100MG; ACIDO LIPOICO  300MG; CURCUMA EXT SECO  600MG; CAPSIATE  6MG; PQQ  5MG; MAGNESIO DIMALATO  100MG,2020-07-11 22:42:12,8,204.2422,259.0
60 CAP | EXSYNUTRIMENT-SILICIO ORGANICO  75MG; COMPLEXO B 100MG  100MG; BIOTINA 1:10  2MG; PANTOTENATO DE CALCIO  25MG; METIONINA  100MG; CISTEÍNA  100MG; VITAMINA A ACETATO 1:10  1000UI; VITAMINA E  10MG; VITAMINA C REVESTIDA  50MG; VIT D3  2000UI; CITRATO DE MAGNESIO  250MG; FERRO QUELADO  10MG; ZINCO QUELADO  10MG; COBRE QUELADO  1MG,2020-07-11 22:19:12,14,211.2082,205.1
30 CAP | MELATONINA ZS 1MG CAPS  1MG; SELENIO QUELADO  50MCG; ZINCO QUELADO 8.700MG,2020-07-11 22:07:12,3,57.669,53.7
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  15000UI; VITAMINA A OLEOSA ORAL  1500UI; VITAMINA K2 MK-7 - LIQUIDA  120MCG,2020-07-11 21:40:11,3,63.8604,74.2
120 CAP | COENZIMA Q10 PO  100MG; CARNITINA L  500MG; MAGNESIO DIMALATO  400MG; MOROSIL  500MG; TEACRINE  150MG,2020-07-11 21:33:12,5,1137.8306,1045.0
60 CAP | SELENIO QUELADO  50MCG; ZINCO QUELADO  30MCG; MAGNESIO DIMALATO  400MG,2020-07-11 21:21:11,3,61.4181,54.9
60 CAP | LACTOBACILLUS ACIDOFILUS  450MG; BIFIDOBACTERIUM BREVE  75MG; LACTOBACILLUS CASEI 37.500MG; LACTOBACILLUS HELVETICUS 7.500MG; LACTOBACILLUS RHAMNOSUS  15MG; LACTASE  500MG; LACTOBACILOS LACTIS  30MG,2020-07-11 21:09:11,7,207.4127,222.9
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA K2 LIQ SOL MAE  40MCG,2020-07-11 20:26:11,2,34.2644,39.9
90 CAP | CITRULINA  500MG; SELENIO QUELADO  200MCG; CALCIO QUELADO  200MG; VITAMINA D  1000UI,2020-07-11 20:03:10,4,85.3522,77.1
30 CAP | METILCOBALAMINA 1:100  400MCG; METILFOLATO 1:10  50MCG; INOSITOL  300MG; PIRIDOXINA  30MG; VIT E  150MG,2020-07-11 19:13:09,5,60.5553,46.3
60 CAP | SAW PALMETO EXT SECO  400MG; ACIDO ALFA LIPOICO  200MG,2020-07-11 19:12:10,2,94.7305,108.8
90 CAP | T3  5MCG; HIDROCORTISONA BASE  5MG,2020-07-11 19:11:10,2,54.783,47.4
30 CAP | FOSFATO SODIO MONOBASICO  156MG; CITRATO DE SODIO  111MG; BICARBONATO DE SODIO  95MG; CLORETO DE SODIO  197MG; OXIDO DE MAGNESIO  25MG; CLORETO DE POTASSIO  30MG,2020-07-11 19:06:09,6,36.776,40.0
30 CAP | GASSERI LACTOBACILLUS  30MG; BIFIDOBACTERIUM ANIMALIS  50MG; BIFIDOBACTERIA BIFIDUM  100MG; REUTERI LACTOBACILLUS  50MG; CASEI LACTOBACILLUS  100MG; INULINA  200MG,2020-07-11 18:19:09,6,53.1696,47.0
30 CAP | LACTOBACILLUS ACIDOPHILUS  50MG; GASSERI LACTOBACILLUS  100MG; HELVETICUS LACTOBACILLUS  50MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  50MG; BIFIDOBACTERIUM LONGUM  100MG; FAECIUM STREPTOCOCCUS  50MG; INULINA  200MG,2020-07-11 18:17:09,8,65.3727,57.0
60 CAP | HEXANICOTINATO DE INOSITOL  500MG; METILFOLATO 1:10  1000MCG,2020-07-11 18:09:08,2,159.2035,147.2
60 CAP | BUPROPIONA CLORIDRATO  90MG; NALTREXONE CLORIDRATO  4MG,2020-07-11 18:08:08,2,77.4132,72.9
30 CAP | FLUOXETINA  40MG,2020-07-11 17:54:09,1,44.8091,39.9
30 CAP | AÇAFRÃO  300MG; PIMENTA PRETA  5MG,2020-07-11 17:53:09,2,66.4936,60.1
60 CAP | BETAINA   300MG,2020-07-11 17:22:08,1,46.218,44.0
30 CAP | MIRTAZAPINA  1MG,2020-07-11 17:20:08,1,33.2054,39.9
90 CAP | GABA  400MG,2020-07-11 17:13:08,1,130.2182,117.5
30 CAP | CLORETO DE POTASSIO  99MG,2020-07-11 17:07:10,1,30.4208,39.9
90 CAP | BUPROPIONA   80MG; NALTREXONE   8MG,2020-07-11 16:54:08,2,137.18,139.8
120 CAP | CELISTATE  120MG,2020-07-11 16:52:10,1,280.0228,250.4
30 CAP | CLOMIFENO   50MG,2020-07-11 16:36:10,1,75.7125,66.6
60 CAP | CYNARA SCOLIMUS  300MG; CITRUS AURANTIUM EXT SECO  250MG; GARCINIA CAMBOJA EXT SECO  500MG,2020-07-11 16:25:08,3,92.5514,90.0
30 CAP | AJUGA TURKESTANICA  250MG; FENOGREGO  300MG; ACIDO ASPARTICO  100MG,2020-07-11 16:24:08,3,103.7544,96.3
60 CAP | BEANBLOCK  100MG; CITRUS AURANTIUM EXT SECO  150MG; GYMNEMA SYLVESTRE EXT SECO  100MG; GARCINIA  150MG; VANADIO QUELADO  100MCG; PICOLINATO DE CROMO  200MCG,2020-07-11 16:21:08,6,266.5888,257.3
60 CAP | UC II  40MG; MAGNESIO L-TREONATO  200MG; BORO QUELADO  1MG; VITAMINA K2 MK7  135MCG,2020-07-11 16:19:07,4,60.2477,306.4
60 CAP | IBUTAMOREN TRATADO  25MG,2020-07-11 16:01:07,1,709.6167,682.3
60 CAP | VITAMINA C   1000MG; ZINCO  3MG; COBRE  2MG; VITAMINA D3   10000UI,2020-07-11 15:58:16,4,91.6139,86.0
30 CAP | RHAMNOSUS LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; STREPTOCOCCUS TERMOPHILUS  100MG,2020-07-11 15:49:16,6,71.8542,65.0
60 CAP | CROMO  400MCG,2020-07-11 15:47:15,1,30.6336,43.9
60 CAP | T4  80MCG; T3  20MCG; CORTISOL BIOIDENTICO  15MG; SELENIO QUELADO  60MCG; TIROSINA  150MG,2020-07-11 15:47:15,5,105.3781,94.5
90 CAP | MELATONINA ZN  3MG,2020-07-11 15:46:16,1,87.9262,91.9
30 CAP | SALIVARIUS LACTOBACILLUS  400MG; PLANTARIUM LACTOBACILLUS  100MG; LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIUM BREVE  200MG,2020-07-11 15:41:15,4,77.2091,72.0
30 CAP | VITAMINA D3  110000UI,2020-07-11 15:40:15,1,78.84,115.2
180 CAP | MAGNESIO DIMALATO  220MG; CROMO GTF  350MCG; VANADIO QUELADO  15MCG; ZINCO QUELADO  12MG; COBRE QUELADO 0.300MG; TRANSRESVERATROL  30MG; METILFOLATO 1:10 0.500MG; VITAMINA B12  100MCG; COMPLEXO B 100MG CAPS  100MG; MANGANES QUELADO 1.200MG; SELENIO QUELADO  90MCG; TOCOTRIMAX  10MG; COENZIMA Q10 PO  200MG; VITAMINA K2 MK7  80MCG,2020-07-11 15:34:16,14,867.5159,824.8
90 CAP | VITAMINA D3 1:100  12000UI; VIT A   1200UI,2020-07-11 15:31:16,2,46.1978,47.45
90 CAP | N ACETIL L CISTEINA  600MG; SILIMARINA  200MG,2020-07-11 15:29:15,2,123.0983,115.9
180 CAP | T3  4MCG,2020-07-11 15:27:15,1,33.3246,49.5
60 CAP | PICNOGENOL  120MG; CAVALINHA  200MG; VITAMINA C   100MG,2020-07-11 15:26:18,3,122.6135,114.4
30 CAP | MAGNESIO L-TREONATO  200MG; RIBOFLAVINA  200MG; METILCOBALAMINA 1:100  500MCG; METILFOLATO 1:10  200MCG,2020-07-11 15:26:18,4,80.1231,74.0
90 CAP | CITRUS AURANTIUM EXT SECO  200MG; CAMELLIA SINENSIS  400MG; ZINGIBER OFFICINALIS L. ROSCOE  200MG; CAFEINA BASE ANIDRA  100MG; CAPSICUM ANNUUM  6MG,2020-07-11 15:15:15,5,211.6428,203.3
30 CAP | DELBRUECKII LACTOBACILLUS  100MG; LACTOBACILLUS LACTIS  100MG; LACTOBACILLUS FERMENTUM  100MG; PLANTARUM LACTOBACILLUS  100MG; HELVETICUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG,2020-07-11 15:13:15,8,88.2574,82.6
30 CAP | CROCUS SATIVUS  50MG; GYMNEMA SILVESTRE  50MG; GRIFFONIA SIMPLICIFOLIA  50MG,2020-07-11 15:13:15,3,74.991,65.7
90 CAP | ACIDO FOLICO  5MG; VIT B12  350MCG,2020-07-11 15:08:15,2,43.5981,48.0
60 CAP | 5 L HIDROXITRIPTOFANO  100MG; GLICINA  50MG; L TAURINA  50MG; THEANINA  50MG,2020-07-11 15:01:15,4,124.5731,115.6
60 CAP | CRAMBERRY EXT SECO  600MG; VITAMINA C   50MG,2020-07-11 14:57:15,2,183.4308,173.1
30 CAP | PECTINA   200MG; PSILIUM  200MG; INULINA  200MG,2020-07-11 14:57:15,3,44.3632,39.9
60 CAP | GINGER EXTRACT  100MG; PROTEASE  15MG; PAPAINA  25MG; BROMELINA  50MG; PANCREATINA  50MG,2020-07-11 14:54:15,5,56.5337,54.7
30 CAP | VITAMINA E  30MG; ALCACHOFRA EXT SECO  200MG; N ACETIL L CISTEINA  200MG,2020-07-11 14:44:15,3,41.3503,40.0
120 CAP | CROMO PICOLINATO  500MCG,2020-07-11 14:40:15,1,35.64,49.5
60 CAP | MAYTENUS ESPINHA SANTA   500MG,2020-07-11 14:31:15,1,47.172,46.3
90 CAP | NUTRICOLIN  300MG; PIRIDOXINA  20MG; BIOTINA  3000MCG; CISTEINA CLORIDRATO ANIDRA  100MG; ZINCO QUELADO  15MG; METIONINA  200MG,2020-07-11 14:24:15,6,554.5099,527.6
60 CAP | CAMELIA SINENSIS  300MG; CITRUS AURANTIUM EXT SECO  300MG; PICOLINATO DE CROMO  200MCG; GARCINIA CAMBOJA EXT SECO  400MG,2020-07-11 14:19:14,4,119.6583,115.1
60 CAP | VIT D LIQ P/CAP ATE 15.000UI  10000UI; VITAMINA K2 MK7  60MCG; VITAMINA A OLEOSA (USO ORAL)  200UI; VITAMINA E OLEOSA (USO ORAL)  100UI,2020-07-11 14:11:14,4,56.7198,54.1
4 CAP | FLUCONAZOL ORAL  100MG,2020-07-11 14:06:14,1,49.6067,39.9
90 CAP | MERATRIM  400MG,2020-07-11 13:52:14,1,319.17,300.0
4 CAP | VITAMINA D3  50000UI,2020-07-11 13:52:14,1,32.96,39.9
30 CAP | VITAMINA A  800UI,2020-07-11 13:39:14,1,30.0475,39.9
120 CAP | PANAX GINSENG L  30MG; ASHWAGANDHA EXTRATO  300MG,2020-07-11 13:38:15,2,117.8144,104.5
120 CAP | CODEINA  10MG; DEFLAZACORT  3MG; PARACASEI LACTOBACILLUS   600MG,2020-07-11 13:34:14,3,495.8583,441.7
60 CAP | SLENDESTA  75MG; PHOLIAMAGRA  75MG; CAPSINOIDE  3MG; CITRUS AURANTIUM  100MG; COENZIMA Q10  30MG; ORLISTAT  80MG; ALOINA  15MG; CLORTALIDONA  15MG; CROMO GTF  100MCG; SELENIO QUELADO  75MCG; COBRE QUELADO  1MG; ZINCO QUELADO  15MG; DIMETILPOLISILOXANE  90MG; FAMOTIDINA  20MG,2020-07-11 13:12:14,14,293.4522,282.3
60 CAP | TRIIODOTIRONINA SLOW RELEASE  9MCG,2020-07-11 13:12:14,1,31.9943,43.6
60 CAP | VITAMINA C SLOW RELEASE  400MG,2020-07-11 13:12:14,1,47.9771,46.7
60 CAP | TANSULOSINA 0.400MG; FINASTERIDA  5MG; TRIBULUS TERRESTRIS EXT SECO  400MG; TADALAFIL  10MG; ARGININA  250MG; GINSENG COREANO VERMELHO  250MG,2020-07-11 13:12:14,6,256.3187,285.0
60 CAP | GABAPENTINA  60MG,2020-07-11 13:08:13,1,47.6393,44.4
60 CAP | CAFEÍNA  70MG; TAURINA  200MG,2020-07-11 13:06:14,2,45.9406,45.0
60 CAP | ACIDOPHILUS LACTOBAC 1BI UFC  100MG,2020-07-11 13:04:14,1,42.7677,47.0
120 CAP | ZINCO GLICINA  20MG; MAGNESIO DIMALATO  200MG; METIONINA  100MCG; VIT C  100MG; ACIDO ALFA LIPOICO  100MG; METILCOBALAMINA 1:100  250MCG; METILFOLATO 1:10  200MCG; N ACETIL L CISTEINA  300MG; MSM  250MG; BOSWELLIA SERRATA  100MG,2020-07-11 13:01:13,10,255.357,317.0
30 CAP | RHAMNOSUS LACTOBACILLUS  20MG; LACTOBACILLUS ACIDOPHILUS  20MG; BULGARICUS LACTOBACILLUS  20MG; CASEI LACTOBACILLUS  20MG; BIFIDOBACTERIA BIFIDUM  20MG; LACTIS LACTOBACILLUS  20MG; BIFIDOBACTERIUM BREVE  20MG,2020-07-11 12:59:13,7,41.0484,40.0
60 CAP | L TIROSINA  500MG; SELENIO QUELADO  100MCG; ZINCO  20MG,2020-07-11 12:58:13,3,109.9345,102.9
30 CAP | SULFATO DE HIDROXICLOROQUINA   400MG,2020-07-11 12:48:13,1,391.152,383.4
60 CAP | VITAMINA A OLEOSA (USO ORAL)  1000UI; VITAMINA K2 MK7  LIQUIDA  100MCG; VITAMINA D LIQ CAP ATE 15MIL  10000UI,2020-07-11 12:37:15,3,51.9882,88.0
48 CAP | VITAMINA D3   7000UI,2020-07-11 12:25:13,1,34.9728,44.0
60 CAP | COENZIMA Q10 PO  50MG; VIT C  300MG; MACA PO 10%  300MG; TRIBULUS TERRESTRIS EXT SECO  500MG; LONG JACK EXT SECO  300MG; MARAPUAMA PO  100MG; VIT D3  5000UI; MUCUNA EXT SECO  200MG; L ARGININA  200MG; TADALAFIL  5MG; LICOPENO  5MG; CAPSIATE  10MG; ASTAXANTINA  4MG,2020-07-11 12:17:13,13,364.9505,373.0
10 CAP | OSELTAMIVIR   75MG,2020-07-11 12:15:13,1,254.9992,245.4
30 CAP | EPIGALOCATEQUINA  200MG; RESVERATROL  50MG; CURCUMINA  200MG; PIPERINA  2MG,2020-07-11 12:08:13,4,224.0456,83.2
60 CAP | THEANINA  200MG; NAC  400MG; ACIDO LIPOICO  120MG; SELENIO QUELADO  100MCG; PICOLINATO DE CROMO  200MCG; IOIMBINA CLORIDRATO  3MG; SAME  300MG; SELEGILINA 2.500MG,2020-07-11 12:05:12,8,400.2287,418.5
120 CAP | TIAMINA  60MG; RIBOFLAVINA  60MG; HEXANICOTINATO DE INOSITOL  500MG; VIT B6  100MG; VIT B12  200MCG; BIOTINA  100MCG; ACIDO FOLICO  200MCG; ACIDO PANTOTENICO  250MG,2020-07-11 12:03:13,8,430.0666,465.0
60 CAP | GLYCOXIL  100MG,2020-07-11 11:58:17,1,240.078,224.3
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA K2 SOL MAE  50MCG,2020-07-11 11:55:13,2,35.3306,49.9
30 CAP | LANSOPRAZOL 30MG...VER ALT.. V  30CAP,2020-07-11 11:51:13,1,57.9474,48.0
30 CAP | GABAPENTINA  63MG,2020-07-11 11:50:12,1,39.2606,39.9
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  8000UI; VITAMINA K2 SOL MAE  50MCG,2020-07-11 11:50:12,2,38.4986,49.9
30 CAP | INOSITOL  100MG; METILFOLATO 1:10  1MG; BIOTINA 2.500MG; CISTEINA CLORIDRATO ANIDRA  80MG; CISTINA  20MG; FERRO QUELADO  30MG; EXSYNUTRIMENT-SILICIO ORGANICO  300MG; PIRIDOXAL-5-FOSFATO  20MG,2020-07-11 11:49:12,8,295.1562,289.8
60 CAP | HIDROCORTISONA BIOIDENTICA 2.500MG,2020-07-11 11:48:13,1,37.5684,43.6
60 CAP | L TAURINA  70MG; GLICINA  70MG; L THEANINA  70MG,2020-07-11 11:46:12,3,48.7171,43.6
30 CAP | MERATRIM  400MG; ALTILIX (BIONAP)  150MG; CROCUS SATIVUS  100MG,2020-07-11 11:29:12,3,243.8131,237.0
120 CAP | CITRULINA  250MG; ACIDO ASCORBICO  250MG; GINKGO BILOBA  60MG; THEANINA  100MG; ZINCO QUELADO  20MG; COBRE QUELADO  1MG; PIRIDOXINA  50MG; METILFOLATO 1:10  200MCG; SELENIO QUELADO  100MCG; METILCOBALAMINA 1:100  500MCG,2020-07-11 11:24:12,10,240.7845,217.7
30 CAP | ALTILIX (BIONAP)  200MG; VITAMINA B12  1MG; NAC  100MG; MSM  200MG; ZINCO  10MG,2020-07-10 22:39:12,5,147.7386,141.1
21 CAP | TETRACICLINA   250MG,2020-07-10 22:29:12,1,39.2147,39.9
30 CAP | CURCUMINA  200MG; PIPERINA  2MG,2020-07-10 22:24:13,2,52.0641,43.4
60 CAP | PIRIDOXINA  50MG; SELENIO QUELADO  50MCG; ZINCO QUELADO 0.500MG; ACIDO ASCORBICO  500MG; MAGNESIO QUELADO 30%  100MG; METILFOLATO 1:10  500MCG; BIOTINA  100MCG; FERRO QUELADO  25MG,2020-07-10 22:23:13,8,98.9955,92.8
60 CAP | AMILASE VEGETAL  50MG; LIPASE VEGETAL  50MG; PROTEASE VEGETAL  50MG,2020-07-10 22:22:13,3,70.4157,65.8
180 CAP | THEANINA  100MG; ASHWAGANDHA EXTRATO  100MG; RHODIOLA ROSEA EXT SECO  150MG,2020-07-10 22:19:12,3,230.1447,207.1
90 CAP | SERENOA REPENS  250MG; NUTRICOLIN  300MG; BIOTINA  5MG,2020-07-10 22:17:11,3,528.7282,501.4
30 CAP | L THEANINA  100MG; 5 L HIDROXITRIPTOFANO  50MG; PASSIFLORA  5MG,2020-07-10 22:07:12,3,61.6676,52.9
60 CAP | SPIRULINA  500MG; CLORELLA PO  300MG,2020-07-10 21:46:12,2,115.4195,109.7
60 CAP | VITAMINA D3 COLECALCIFEROL  5000UI; VITAMINA A  500UI; VITAMINA K2 MK7  60MCG; BORO QUELADO 1.500MG,2020-07-10 21:46:12,4,41.9558,43.6
60 CAP | RHODIOLA ROSEA   140MG,2020-07-10 21:46:12,1,57.8162,54.2
60 CAP | T4  30MCG; T3  3MCG,2020-07-10 21:46:12,2,32.1063,43.6
60 CAP | CURCUMA LONGA  30MG,2020-07-10 21:44:11,1,35.6,43.6
24 CAP | METOTREXATO 2.500MG,2020-07-10 21:36:13,1,55.3784,46.2
60 CAP | CURCUMA EXT SECO  500MG; PIPERINA  5MG; BOSWELLIA SERRATA  250MG; UNHA DE GATO  250MG; METILFOLATO 1:10  50MCG,2020-07-10 21:33:14,5,209.0317,201.6
180 CAP | MIX RIGHT MISTURA   500MG,2020-07-10 21:28:12,1,128.2121,126.7
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA K2 LIQ SOL MAE  100MCG; VITAMINA A OLEOSA ORAL  1000UI,2020-07-10 21:25:12,3,74.0484,71.5
60 CAP | VITAMINA C REVESTIDA  500MG,2020-07-10 21:21:11,1,53.7599,45.2
120 CAP | CLORELLA PO  300MG; ACIDO ASCORBICO  200MG,2020-07-10 21:20:11,2,126.9322,110.6
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA A OLEOSA ORAL  400UI,2020-07-10 21:18:11,2,38.7288,44.0
60 CAP | PICOLINATO DE CROMO  300MCG; GARCINIA CAMBOJA EXT SECO  400MG; CITRUS AURANTIUM EXT SECO  200MG,2020-07-10 21:02:12,3,75.2326,67.8
30 CAP | AMITRIPTILINA  25MG; PREDNISONA 2.500MG; CICLOBENZAPRINE 2.500MG; DIACEREINA  50MG,2020-07-10 20:54:11,4,81.8083,72.6
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA K2 MK7  100MCG,2020-07-10 20:51:11,2,51.534,59.0
30 CAP | TEACRINE  100MG; CAFEÍNA  100MG; NADH (NADINA)  5MG; PANAX GINSENG L  250MG,2020-07-10 20:42:12,4,92.8423,122.5
30 CAP | METILFOLATO 1:10  500MCG; METILCOBALAMINA 1:100  800MCG,2020-07-10 20:40:11,2,52.0229,43.0
90 CAP | DIFOSFATO DE CLOROQUIN  200MG; PREDNISONA  10MG,2020-07-10 20:40:11,2,250.41,230.2
12 CAP | VITAMINA D 3  15000UI,2020-07-10 20:38:11,1,32.664,43.0
30 CAP | ANASTROZOL 1:10 0.500MG; DIM  200MG,2020-07-10 20:35:12,2,107.2973,99.8
30 CAP | BITTER MELON  300MG; ACIDO ALFA LIPOICO  40MG; CARNOSINA L  500MG; COBRE QUELADO  1MG; CROMO QUELADO  50MCG; FASEOLAMINA  200MG; GYMNEMA SILVESTRE  250MG; L CISTEINA  200MG; PSILIUM  1G; POTASSIO QUELADO  50MG; VIT B2  25MG; VIT B6  25MG; METILCOBALAMINA 1:100 0.500MG; VIT C  200MG,2020-07-10 20:28:11,14,322.4862,390.2
30 CAP | ACIDO ALFA LIPOICO  300MG; TRIBULUS TERRESTRIS EXT SECO  500MG; NAC  300MG; ASPARTATO DE MAGNÉSIO  300MG; 5HTP  50MG; LONG JACK EXT SECO  400MG; IOIMBINA CLORIDRATO  3MG,2020-07-10 20:28:11,7,174.5683,211.2
30 CAP | PEAK ATP  400MG; TEACRINE  100MG; CARNITINA BASE  100MG,2020-07-10 20:27:11,3,391.313,383.4
120 CAP | EXSYNUTRIMENT-SILICIO ORGANICO  200MG; BIOTINA  5MG; N ACETIL L CISTEINA  100MG; PANTOTENATO DE CALCIO  30MG; CISTINA  25MG; CISTEINA CLORIDRATO ANIDRA  100MG; ZINCO QUELADO  20MG,2020-07-10 20:27:11,7,755.0391,675.9
60 CAP | METILFOLATO   500MCG; L GLUTAMINA  100MG; VITAMINA B5  550MG; INOSITOL  150MG; PIRIDOXAL-5-FOSFATO  15MG; QUERATINA ORAL  100MG; SILIMARINA  150MG; ZINCO QUELADO  20MG,2020-07-10 20:26:13,8,240.9066,228.0
30 CAP | VITAMINA D LIQ 40.000UI/ML  10000UI; VITAMINA K2 SOL MAE  120MCG; VITAMINA A OLEOSA ORAL  3000UI,2020-07-10 20:20:10,3,41.7343,39.9
30 CAP | HEXANICOTINATO DE INOSITOL  500MG; CASSIOLAMINA EXTRACT  400MG; POLICOSANOL - PPG  40MG; FITOESTEROIS  1G,2020-07-10 20:18:11,4,189.1323,185.4
20 CAP | FLUOXETINA  40MG,2020-07-10 20:16:11,1,39.8728,39.9
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA K2 MK7  50MCG,2020-07-10 20:16:11,2,40.6118,39.9
60 CAP | CLORELLA PO  500MG; SELENIO QUELADO  5MCG; COLINA BITARTARATO  75MG,2020-07-10 20:11:11,3,100.2642,91.7
30 CAP | EQUINACEA EXT SECO  300MG; VITAMINA A  1000UI; VITAMINA C  250MG; ZINCO QUELADO  15MG; SELENIO QUELADO  50MCG,2020-07-10 20:03:13,5,50.6699,41.0
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA K2 SOL MAE  130MCG,2020-07-10 20:01:11,2,37.5234,39.9
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA K2 SOL MAE  100MCG,2020-07-10 19:57:11,2,37.4931,39.9
60 CAP | IODO  5MG; IODETO DE POTASSIO  10MG,2020-07-10 19:56:10,2,31.9866,43.6
60 CAP | CURVATUS LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; FAECIUM LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; PLANTARIUM LACTOBACILLUS  100MG; STREPTOCOCCUS TERMOPHILUS  100MG; MOROSIL  400MG,2020-07-10 19:56:10,8,309.7528,295.9
60 CAP | NALTREXONE CLORIDRATO  2MG,2020-07-10 19:56:10,1,43.1887,51.4
180 CAP | GABAPENTINA  30MG,2020-07-10 19:52:10,1,56.4589,66.4
16 CAP | ACIDO FOLICO  5MG,2020-07-10 19:50:11,1,30.7934,45.0
32 CAP | VITAMINA D  7000UI,2020-07-10 19:47:10,1,33.3152,44.0
60 CAP | GASSERI LACTOBACILLUS  30MG; REUTERI LACTOBACILLUS  50MG; CASEI LACTOBACILLUS  100MG; BIFIDOBACTERIUM ANIMALIS  50MG; BIFIDOBACTERIA BIFIDUM  50MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,2020-07-10 19:43:12,6,81.3891,77.1
60 CAP | MAGNESIO QUELADO 30%  80MG; ZINCO QUELADO  40MG; EXSYNUTRIMENT-SILICIO ORGANICO  100MG; GLYCOXIL  50MG; VIT C  100MG,2020-07-10 19:38:12,5,308.4868,300.6
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA K2  MK7  40MCG,2020-07-10 19:35:12,2,34.2654,39.9
30 CAP | DELBRUECKII LACTOBACILLUS  100MG; JOHNSONII LACTOBACILLUS  100MG; PARACASEI LACTOBACILLUS   100MG; PLANTARUM LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; SALIVARIUS LACTOBACILLUS  100MG; SPOROGENES LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM INFANTIS  100MG,2020-07-10 19:33:14,10,121.0612,113.0
45 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA A OLEOSA ORAL  700UI; VITAMINA K2 LIQ SOL MAE  100MCG,2020-07-10 19:31:12,3,41.6082,43.6
60 CAP | COLEUS FORSKOLI  250MG; CITRUS AURANTIUM EXT SECO  200MG; ZINGIBER OFFICINALIS L. ROSCOE  100MG; GREEN COFFEE GN  50MG,2020-07-10 19:31:12,4,168.7106,158.8
90 CAP | CASSIOLAMINA EXTRACT  250MG; FASEOLAMINA  250MG; CHITOSAN  500MG,2020-07-10 19:31:12,3,143.1578,137.6
60 CAP | SLENDESTA  150MG; BAUHINIA FORTIFICADA EXT SECO  100MG; IRVINGIA GABONESIS EXT SECO  150MG,2020-07-10 19:31:12,3,129.2408,118.4
